Position,Organic Position,Searchquery,Device,Title,Description,Pixeldistance from top,Snippet Pixel Height,URL,domain,Sitename,URL Preview,Custom Favicon,Title truncated,Description truncated,Has sitelinks,Has rich results,Has image,location,date,time
114,112,"“universitas kristen maranatha” OR ""universitas maranatha"" OR ""uk maranatha"" -site:*.maranatha.edu -site:kemdikbud.go.id -site:linkedin.com -site:twitter.com -site:instagram.com -site:lldikti4.or.id -site:facebook.com -site:tiktok.com -site:olx.co.id -site:slideshare.net -site:rumah123.com -site:tiket.com -site:expedia.co.id -site:traveloka.com -site:wikipedia.org -intitle:hotel",desktop,"Consultant Profile Lukas Danny Tjitrabudi, S.Kom., M.Sc.","Oct 20, 2023 — Sebelumnya Lukas juga meraih gelar Sarjana Komputer dari Universitas Kristen Maranatha di Bandung untuk bidang Sistem Informasi. Lukas memilki pengalaman di ...",17896,117,https://ccg.co.id/consultants/13/lukas-danny-tjitrabudi-skom-msc.html,ccg.co.id,ccg.co.id,https://ccg.co.id › consultants › luka...,yes,FALSE,TRUE,FALSE,FALSE,FALSE,"Indonesia Sukasari, Bandung City, West Java",11/3/2023,14:06
115,113,"“universitas kristen maranatha” OR ""universitas maranatha"" OR ""uk maranatha"" -site:*.maranatha.edu -site:kemdikbud.go.id -site:linkedin.com -site:twitter.com -site:instagram.com -site:lldikti4.or.id -site:facebook.com -site:tiktok.com -site:olx.co.id -site:slideshare.net -site:rumah123.com -site:tiket.com -site:expedia.co.id -site:traveloka.com -site:wikipedia.org -intitle:hotel",desktop,dr. Dia Mayang Sari,"7 days ago — Dirinya saat ini aktif melayani pasien di KMNC Jatiwaringin. Untuk pendidikannya, beliau telah menamatkan pendidikan spesialis di Universitas Kristen Maranatha.",18043,117,https://hellosehat.com/expert/dr-dia-mayang-sari/,hellosehat.com,hellosehat.com,https://hellosehat.com › expert › dr-dia-mayang-sari,yes,FALSE,FALSE,FALSE,FALSE,FALSE,"Indonesia Sukasari, Bandung City, West Java",11/3/2023,14:06
116,114,"“universitas kristen maranatha” OR ""universitas maranatha"" OR ""uk maranatha"" -site:*.maranatha.edu -site:kemdikbud.go.id -site:linkedin.com -site:twitter.com -site:instagram.com -site:lldikti4.or.id -site:facebook.com -site:tiktok.com -site:olx.co.id -site:slideshare.net -site:rumah123.com -site:tiket.com -site:expedia.co.id -site:traveloka.com -site:wikipedia.org -intitle:hotel",desktop,"Terima Kunjungan Mahasiswa PBL, Kapolsek Jatiluhur ...",4 days ago — Eksposkriminal.com – PURWAKARTA – Fakultas Kedokteran universitas Kristen Maranatha yang sedang melaksanakan Pengalaman Belajar Lapangan (PBL) di UPTD ...,18190,117,https://eksposkriminal.com/terima-kunjungan-mahasiswa-pbl-kapolsek-jatiluhur-sampaikan-pesan/,eksposkriminal.com,eksposkriminal.com,https://eksposkriminal.com › terima...,yes,TRUE,TRUE,FALSE,FALSE,FALSE,"Indonesia Sukasari, Bandung City, West Java",11/3/2023,14:06
117,115,"“universitas kristen maranatha” OR ""universitas maranatha"" OR ""uk maranatha"" -site:*.maranatha.edu -site:kemdikbud.go.id -site:linkedin.com -site:twitter.com -site:instagram.com -site:lldikti4.or.id -site:facebook.com -site:tiktok.com -site:olx.co.id -site:slideshare.net -site:rumah123.com -site:tiket.com -site:expedia.co.id -site:traveloka.com -site:wikipedia.org -intitle:hotel",desktop,Status konservasi dan formulasi strategi konservasi jenis-jenis ...,"Oct 18, 2023 — Maranatha economics dan business conference. Pengarang: Kiki Farida Ferine. Terbitan: Universitas Kristen Maranatha Tahun: 2018. No. Inv.: Jenis : Prosiding ...",18337,117,https://digilib.pancabudi.ac.id/article/1361/status-konservasi-dan-formulasi-strategi-konservasi-jenisjenis-pohon-yang-terancam-punah-,digilib.pancabudi.ac.id,pancabudi.ac.id,https://digilib.pancabudi.ac.id › article,yes,TRUE,TRUE,FALSE,FALSE,FALSE,"Indonesia Sukasari, Bandung City, West Java",11/3/2023,14:06
118,116,"“universitas kristen maranatha” OR ""universitas maranatha"" OR ""uk maranatha"" -site:*.maranatha.edu -site:kemdikbud.go.id -site:linkedin.com -site:twitter.com -site:instagram.com -site:lldikti4.or.id -site:facebook.com -site:tiktok.com -site:olx.co.id -site:slideshare.net -site:rumah123.com -site:tiket.com -site:expedia.co.id -site:traveloka.com -site:wikipedia.org -intitle:hotel",desktop,Ganjar Pranowo Siapkan Program Satu Keluarga Miskin ...,"Oct 12, 2023 — Dia akan menjadi penolong upah tulang punggung keluarganya,” tutur Ganjar, saat mengisi kuliah umum di Universitas Kristen Maranatha, Bandung, Jawa Barat ...",18483,117,https://bantengmudaindonesia.id/ganjar-pranowo-siapkan-program-satu-keluarga-miskin-satu-sarjana/,bantengmudaindonesia.id,bantengmudaindonesia.id,https://bantengmudaindonesia.id › g...,yes,TRUE,TRUE,FALSE,FALSE,FALSE,"Indonesia Sukasari, Bandung City, West Java",11/3/2023,14:06
119,117,"“universitas kristen maranatha” OR ""universitas maranatha"" OR ""uk maranatha"" -site:*.maranatha.edu -site:kemdikbud.go.id -site:linkedin.com -site:twitter.com -site:instagram.com -site:lldikti4.or.id -site:facebook.com -site:tiktok.com -site:olx.co.id -site:slideshare.net -site:rumah123.com -site:tiket.com -site:expedia.co.id -site:traveloka.com -site:wikipedia.org -intitle:hotel",desktop,"Unbothered Queen, Mahasiswi yang Asyik Makan dan ...","Oct 11, 2023 — Liputan6.com, Jakarta - Ada yang menarik dari momen kunjungan bakal calon presiden Ganjar Pranowo ke Universitas Kristen Maranatha Bandung, Jawa Barat. Di ...",18630,117,https://m.caping.co.id/news/detail/13155623,m.caping.co.id,caping.co.id,https://m.caping.co.id › news › detail,yes,TRUE,TRUE,FALSE,FALSE,FALSE,"Indonesia Sukasari, Bandung City, West Java",11/3/2023,14:06
120,118,"“universitas kristen maranatha” OR ""universitas maranatha"" OR ""uk maranatha"" -site:*.maranatha.edu -site:kemdikbud.go.id -site:linkedin.com -site:twitter.com -site:instagram.com -site:lldikti4.or.id -site:facebook.com -site:tiktok.com -site:olx.co.id -site:slideshare.net -site:rumah123.com -site:tiket.com -site:expedia.co.id -site:traveloka.com -site:wikipedia.org -intitle:hotel",desktop,"Tesk baju termahal dari tesiss, argumentasi, penegas ...","Oct 23, 2023 — ... Universitas Kristen Maranatha, Institut Teknologi Padang, Sekolah Tinggi Bahasa Asing LIA, dan lain sebagainya. Perguruan Tinggi Swasta (PTS) adalah salah ...",18777,117,https://brainly.co.id/tugas/54521669,brainly.co.id,brainly.co.id,https://brainly.co.id › tugas,yes,TRUE,TRUE,FALSE,FALSE,FALSE,"Indonesia Sukasari, Bandung City, West Java",11/3/2023,14:06
121,119,"“universitas kristen maranatha” OR ""universitas maranatha"" OR ""uk maranatha"" -site:*.maranatha.edu -site:kemdikbud.go.id -site:linkedin.com -site:twitter.com -site:instagram.com -site:lldikti4.or.id -site:facebook.com -site:tiktok.com -site:olx.co.id -site:slideshare.net -site:rumah123.com -site:tiket.com -site:expedia.co.id -site:traveloka.com -site:wikipedia.org -intitle:hotel",desktop,10 Universitas Swasta Terbaik di Bandung - Bimbingan Belajar,"Oct 11, 2023 — Telkom University · Universitas Komputer Indonesia (UNIKOM) · Universitas Islam Bandung (UNISBA) · Universitas Padjadjaran · Universitas Kristen Maranatha ...",18954,117,https://www.bimbinganbelajar.net/universitas-swasta-terbaik-di-bandung,www.bimbinganbelajar.net,bimbinganbelajar.net,https://www.bimbinganbelajar.net › ...,yes,FALSE,TRUE,FALSE,FALSE,FALSE,"Indonesia Sukasari, Bandung City, West Java",11/3/2023,14:06
122,120,"“universitas kristen maranatha” OR ""universitas maranatha"" OR ""uk maranatha"" -site:*.maranatha.edu -site:kemdikbud.go.id -site:linkedin.com -site:twitter.com -site:instagram.com -site:lldikti4.or.id -site:facebook.com -site:tiktok.com -site:olx.co.id -site:slideshare.net -site:rumah123.com -site:tiket.com -site:expedia.co.id -site:traveloka.com -site:wikipedia.org -intitle:hotel",desktop,Ganjar Ajak Generasi Muda Masuk Dunia Politik - Balpos,3 days ago — Hal itu disampaikan saat memberikan kuliah umum di Universitas Kristen Maranatha Bandung pada Rabu (11/10). Ganjar mencanangkan program satu keluarga miskin ...,19101,117,https://www.balpos.com/politik/1793203856/ganjar-ajak-generasi-muda-masuk-dunia-politik,www.balpos.com,balpos.com,https://www.balpos.com › Politik,yes,FALSE,TRUE,FALSE,FALSE,FALSE,"Indonesia Sukasari, Bandung City, West Java",11/3/2023,14:06
123,121,"“universitas kristen maranatha” OR ""universitas maranatha"" OR ""uk maranatha"" -site:*.maranatha.edu -site:kemdikbud.go.id -site:linkedin.com -site:twitter.com -site:instagram.com -site:lldikti4.or.id -site:facebook.com -site:tiktok.com -site:olx.co.id -site:slideshare.net -site:rumah123.com -site:tiket.com -site:expedia.co.id -site:traveloka.com -site:wikipedia.org -intitle:hotel",desktop,Ganjar Siap Jadi Mentor Politik Anak Muda,"5 days ago — Hal itu disampaikan saat memberikan kuliah umum di Universitas Kristen Maranatha Bandung, pada Rabu (11/10). Dalam kesempatan itu, Ganjar mencanangkan ...",19248,117,https://palangkaekspres.co/ganjar-siap-jadi-mentor-politik-anak-muda/feature/42273/2023/10/29/,palangkaekspres.co,palangkaekspres.co,https://palangkaekspres.co › feature,yes,FALSE,TRUE,FALSE,FALSE,FALSE,"Indonesia Sukasari, Bandung City, West Java",11/3/2023,14:06
124,122,"“universitas kristen maranatha” OR ""universitas maranatha"" OR ""uk maranatha"" -site:*.maranatha.edu -site:kemdikbud.go.id -site:linkedin.com -site:twitter.com -site:instagram.com -site:lldikti4.or.id -site:facebook.com -site:tiktok.com -site:olx.co.id -site:slideshare.net -site:rumah123.com -site:tiket.com -site:expedia.co.id -site:traveloka.com -site:wikipedia.org -intitle:hotel",desktop,Siswa Teknik Otomasi Industri (toi) Smk Negeri 1 Cimahi ...,"5 days ago — ... Universitas Kristen Maranatha, bekerja sama dengan Rexroth Bosch Company. Kompetisi yang berlangsung pada tanggal 25 hingga 28 Oktober 2023 ini bertempat di ...",19394,117,https://edoostory.id/story/detail/61511/siswa-teknik-otomasi-industri-toi-smk-negeri-1-cimahi-raih-juara-1-dalam-haxathon-competition-automation-and-industrial-iot,edoostory.id,edoostory.id,https://edoostory.id › story › detail,yes,TRUE,TRUE,FALSE,FALSE,FALSE,"Indonesia Sukasari, Bandung City, West Java",11/3/2023,14:06
125,123,"“universitas kristen maranatha” OR ""universitas maranatha"" OR ""uk maranatha"" -site:*.maranatha.edu -site:kemdikbud.go.id -site:linkedin.com -site:twitter.com -site:instagram.com -site:lldikti4.or.id -site:facebook.com -site:tiktok.com -site:olx.co.id -site:slideshare.net -site:rumah123.com -site:tiket.com -site:expedia.co.id -site:traveloka.com -site:wikipedia.org -intitle:hotel",desktop,8 Potret Cantik Nisa Kinderflix yang Kini Ramai Disorot ...,"15 minutes ago — Diketahui, Nisa adalah salah satu lulusan dari jurusan Psikologi Universitas Kristen Maranatha, Bandung. Nah, siapa nih yang ikutan baper sama interaksi ...",19541,117,https://www.kapanlagi.com/foto/berita-foto/indonesia/8-potret-cantik-nisa-kinderflix-yang-kini-ramai-disorot-interaksinya-bikin-balita-dan-dewasa-anteng---salah-tingkah--baper.html,www.kapanlagi.com,kapanlagi.com,https://www.kapanlagi.com › foto,yes,TRUE,TRUE,FALSE,FALSE,FALSE,"Indonesia Sukasari, Bandung City, West Java",11/3/2023,14:06
126,124,"“universitas kristen maranatha” OR ""universitas maranatha"" OR ""uk maranatha"" -site:*.maranatha.edu -site:kemdikbud.go.id -site:linkedin.com -site:twitter.com -site:instagram.com -site:lldikti4.or.id -site:facebook.com -site:tiktok.com -site:olx.co.id -site:slideshare.net -site:rumah123.com -site:tiket.com -site:expedia.co.id -site:traveloka.com -site:wikipedia.org -intitle:hotel",desktop,"Pendaftaran OSC Medcom 2023 Resmi Ditutup, Pelamar ...",1 day ago — Universitas Persada Indonesia YA.I. Institut Teknologi Nasional Bandung; Universitas Kristen Maranatha; Universitas Atma Jaya Yogyakarta; Universitas Islam ...,19688,117,https://inibaru.id/hits/pendaftaran-osc-medcom-2023-resmi-ditutup-pelamar-membeludak,inibaru.id,inibaru.id,https://inibaru.id › hits › pendaftara...,yes,TRUE,TRUE,FALSE,FALSE,FALSE,"Indonesia Sukasari, Bandung City, West Java",11/3/2023,14:06
127,125,"“universitas kristen maranatha” OR ""universitas maranatha"" OR ""uk maranatha"" -site:*.maranatha.edu -site:kemdikbud.go.id -site:linkedin.com -site:twitter.com -site:instagram.com -site:lldikti4.or.id -site:facebook.com -site:tiktok.com -site:olx.co.id -site:slideshare.net -site:rumah123.com -site:tiket.com -site:expedia.co.id -site:traveloka.com -site:wikipedia.org -intitle:hotel",desktop,Andi Sumangerukka Meminta Generasi Muda Mampu ...,1 day ago — ... Universitas Kristen Maranatha Bandung. Ganjar Beri Pesan ...,19835,95,https://www.kompasiana.com/salsabila68921/65437d6d110fce6540314342/andi-sumangerukka-meminta-generasi-muda-mampu-menjadi-pejuang-pembangunan-sultra,www.kompasiana.com,kompasiana.com,https://www.kompasiana.com › Cerita Pemilih › Sosok,yes,TRUE,TRUE,FALSE,FALSE,FALSE,"Indonesia Sukasari, Bandung City, West Java",11/3/2023,14:06
128,126,"“universitas kristen maranatha” OR ""universitas maranatha"" OR ""uk maranatha"" -site:*.maranatha.edu -site:kemdikbud.go.id -site:linkedin.com -site:twitter.com -site:instagram.com -site:lldikti4.or.id -site:facebook.com -site:tiktok.com -site:olx.co.id -site:slideshare.net -site:rumah123.com -site:tiket.com -site:expedia.co.id -site:traveloka.com -site:wikipedia.org -intitle:hotel",desktop,Bisa Kuliah Bebas Uang Pangkal & Semester serta ...,"Oct 25, 2023 — Universitas Kristen Maranatha. 8. Universitas Atma Jaya Yogyakarta. 9. Universitas Gajayana (+kuota santri). 10. Universitas Islam Malang (+kuota santri). Baca ...",19959,117,https://www.nesiatimes.com/ayo-daftar-beasiswa-osc-medcom-2023/,www.nesiatimes.com,nesiatimes.com,https://www.nesiatimes.com › ayo-d...,yes,TRUE,TRUE,FALSE,FALSE,FALSE,"Indonesia Sukasari, Bandung City, West Java",11/3/2023,14:06
129,127,"“universitas kristen maranatha” OR ""universitas maranatha"" OR ""uk maranatha"" -site:*.maranatha.edu -site:kemdikbud.go.id -site:linkedin.com -site:twitter.com -site:instagram.com -site:lldikti4.or.id -site:facebook.com -site:tiktok.com -site:olx.co.id -site:slideshare.net -site:rumah123.com -site:tiket.com -site:expedia.co.id -site:traveloka.com -site:wikipedia.org -intitle:hotel",desktop,Kemiskinan Indonesia Bisa Diberantas dengan Pendidikan ...,"3 days ago — Dalam kuliah umumnya di Universitas Kristen Maranatha Bandung, Ganjar mengemukakan program ambisius yang dikenal sebagai 'satu keluarga miskin, satu sarjana ...",20106,117,https://www.sewaktu.com/news/15310696240/kemiskinan-indonesia-bisa-diberantas-dengan-pendidikan-ganjar-pranowo-siap-wujudkan-hal-tersebut,www.sewaktu.com,sewaktu.com,https://www.sewaktu.com › News,yes,TRUE,TRUE,FALSE,FALSE,FALSE,"Indonesia Sukasari, Bandung City, West Java",11/3/2023,14:06
130,128,"“universitas kristen maranatha” OR ""universitas maranatha"" OR ""uk maranatha"" -site:*.maranatha.edu -site:kemdikbud.go.id -site:linkedin.com -site:twitter.com -site:instagram.com -site:lldikti4.or.id -site:facebook.com -site:tiktok.com -site:olx.co.id -site:slideshare.net -site:rumah123.com -site:tiket.com -site:expedia.co.id -site:traveloka.com -site:wikipedia.org -intitle:hotel",desktop,AMIN Kantongi Dukungan dari 3 Partai Lokal Aceh,"23 hours ago — ... Universitas Kristen Maranatha Bandung, · Entaskan Kemiskinan, Ganjar Programkan Satu Keluarga Miskin Satu Sarjana. 12 October 2023. by Redaksi · Published 12 ...",20253,117,https://awall.id/2023/11/amin-kantongi-dukungan-dari-3-partai-lokal-aceh/,awall.id,awall.id,https://awall.id › Indeks Berita,yes,FALSE,TRUE,FALSE,FALSE,FALSE,"Indonesia Sukasari, Bandung City, West Java",11/3/2023,14:06
131,129,"“universitas kristen maranatha” OR ""universitas maranatha"" OR ""uk maranatha"" -site:*.maranatha.edu -site:kemdikbud.go.id -site:linkedin.com -site:twitter.com -site:instagram.com -site:lldikti4.or.id -site:facebook.com -site:tiktok.com -site:olx.co.id -site:slideshare.net -site:rumah123.com -site:tiket.com -site:expedia.co.id -site:traveloka.com -site:wikipedia.org -intitle:hotel",desktop,Ganjar-Mahfud Bertekad Entaskan Kemiskinan untuk ...,"3 days ago — ... Universitas Kristen Maranatha Bandung, Jawa Barat beberapa waktu lalu.'Saya orang yang meyakini bahwa untuk menyelesaikan problem kemiskinan, yang terbaik ...",20430,117,https://headtopics.com/id/ganjar-mahfud-bertekad-entaskan-kemiskinan-untuk-capai-48153244,headtopics.com,headtopics.com,https://headtopics.com › ganjar-mah...,yes,TRUE,TRUE,FALSE,FALSE,FALSE,"Indonesia Sukasari, Bandung City, West Java",11/3/2023,14:06
132,130,"“universitas kristen maranatha” OR ""universitas maranatha"" OR ""uk maranatha"" -site:*.maranatha.edu -site:kemdikbud.go.id -site:linkedin.com -site:twitter.com -site:instagram.com -site:lldikti4.or.id -site:facebook.com -site:tiktok.com -site:olx.co.id -site:slideshare.net -site:rumah123.com -site:tiket.com -site:expedia.co.id -site:traveloka.com -site:wikipedia.org -intitle:hotel",desktop,Download Logo Universitas Kristen Maranatha Bandung ...,"Oct 17, 2023 — Halaman Unduh untuk file Logo Universitas Kristen Maranatha Bandung Yang Ke 26, klik untuk mengunduh koleksi gambar-gambar lain yang terdapat di ...",20577,117,https://www.kibrispdr.org/unduh-25/logo-universitas-kristen-maranatha-bandung.html,www.kibrispdr.org,kibrispdr.org,https://www.kibrispdr.org › unduh-25,yes,TRUE,TRUE,FALSE,FALSE,FALSE,"Indonesia Sukasari, Bandung City, West Java",11/3/2023,14:06
133,131,"“universitas kristen maranatha” OR ""universitas maranatha"" OR ""uk maranatha"" -site:*.maranatha.edu -site:kemdikbud.go.id -site:linkedin.com -site:twitter.com -site:instagram.com -site:lldikti4.or.id -site:facebook.com -site:tiktok.com -site:olx.co.id -site:slideshare.net -site:rumah123.com -site:tiket.com -site:expedia.co.id -site:traveloka.com -site:wikipedia.org -intitle:hotel",desktop,"Rektor UIN SMH Banten, Buka Diklatsaemil Menwa ...",6 hours ago — KKN Tematik Mandiri 2023 Universitas Kristen Maranatha dalam Program MBKM. Selasa ...,20724,117,https://www.independenmedia.id/nasional/27610736065/rektor-uin-smh-banten-buka-diklatsaemil-menwa-angkatan-23,www.independenmedia.id,independenmedia.id,https://www.independenmedia.id › r...,yes,TRUE,TRUE,FALSE,FALSE,FALSE,"Indonesia Sukasari, Bandung City, West Java",11/3/2023,14:06
134,-,"“universitas kristen maranatha” OR ""universitas maranatha"" OR ""uk maranatha"" -site:*.maranatha.edu -site:kemdikbud.go.id -site:linkedin.com -site:twitter.com -site:instagram.com -site:lldikti4.or.id -site:facebook.com -site:tiktok.com -site:olx.co.id -site:slideshare.net -site:rumah123.com -site:tiket.com -site:expedia.co.id -site:traveloka.com -site:wikipedia.org -intitle:hotel",desktop,SERP Feature | Notices about Filtered Results,-,20884,59,-,-,-,-,-,-,-,-,-,-,"Indonesia Sukasari, Bandung City, West Java",11/3/2023,14:06
